username,handle,full_text,time,cleaned_tweet,translated_tweet,textblob_sentiment
"Ade
@adedeh
·
Aug 20, 2011",,Sedih bacanya :(( RT @ibengyabengki: Ada yg tau kontak #indomie gak? hampir tiap malam sahur pakai indomie (cont) http://tl.gd/cgq0qk,2011-08-20T01:32:52.000Z,sedih bacanya rt ibengyabengki yg tau kontak indomie gak malam sahur pakai indomie cont,"It's sad to read that RT Ibengyabengki, who knows Indomie contacts, doesn't use Indomie cont at dawn at dawn",negative
"Ah bisa aja nih Hᴏʏ
@xnhoyx
·
Aug 10, 2011",,"Sahur hari ini sendiri, si emak smalem bilang kalo mau sahur ada #indomie di lemari. Ini ceritaku, apa ceritamu?",2011-08-09T20:22:32.000Z,sahur si emak smalem bilang kalo sahur indomie lemari ceritaku ceritamu,"Smalem's mother said that Sahur Indomie, my story cupboard is your story",neutral
"Nhovri hilman
@opiih
·
Aug 9, 2011",,"Crita #indomie tmnku: karena sering makan indomie, jarang makan nasi ehh masuk RUMAHSAKIT kena tipes, haduh. Apa critamu?",2011-08-09T15:42:21.000Z,crita indomie tmnku makan indomie jarang makan nasi ehh masuk rumahsakit kena tipes haduh critamu,"Indomie's story, my friend eats Indomie, he rarely eats rice, he's in the hospital, he gets typhus, wow, your story",positive
"Chairunisa Ananda
@nishadja
·
Aug 22, 2011",,"+ #indomie rebus papah RT 
@nishadja
: Konsentrasi tingkat dewa nntn indonesia vs palestina sama papa n abng ... http://tmi.me/ePlLM",2011-08-22T14:23:17.000Z,indomie rebus papah rt nishadja konsentrasi tingkat dewa nntn indonesia v palestina papa n abng,Indomie boiled papa rt nishadja god level concentration watching indonesia v palestine papa n abng,neutral
"Chyntia Lubis
@cintilubis
·
Aug 9, 2011",,#Indomie memang #Sedap :),2011-08-09T10:11:06.000Z,indomie sedap,delicious indomie,positive
"Urfa
@urfaqurrotaainy
·
Aug 2, 2011",,"insya Allah, tahun ini kita menang! #Indomie",2011-08-02T14:21:29.000Z,insya allah menang indomie,"God willing, Indomie wins",positive
"Urfa
@urfaqurrotaainy
·
Aug 2, 2011",,"Insya Allah, tahun ini kita menang! #Indomie http://tumblr.com/xff3uo0fiq",2011-08-02T14:25:49.000Z,insya allah menang indomie,"God willing, Indomie wins",positive
"Chyntia Lubis
@cintilubis
·
Aug 9, 2011",,"RT 
@laurentiusdiota
: RT 
@cintilubis
: #Indomie memang #Sedap :) http://myloc.me/mfswJ",2011-08-09T10:21:52.000Z,rt laurentiusdiota rt cintilubis indomie sedap,rt laurentiusdiota rt cintilubis indomie delicious,positive
"SRYO
@suryoid
·
Jul 15, 2011",,"abis mandi gini yg enak tidur lagi, itu cerita #indomie ku, apa cerita mu?",2011-07-15T00:27:46.000Z,abis mandi gini yg enak tidur cerita indomie ku cerita mu,"After taking a shower, it's good to sleep, my Indomie story is your story",positive
"@Weniptw
·
Jul 14, 2011",,yang gue suka dr twitter? Bisa kenal ama banyak orang dan gak perlu takut. Ini ceritaku apa ceritamu? #indomie,2011-07-14T15:49:42.000Z,gue suka dr twitter kenal ama orang gak takut ceritaku ceritamu indomie,"I like Twitter, get to know people, don't be afraid of my story, your story, Indomie",negative
"Selvia Farahdiba
@selviafarahdiba
·
Jul 24, 2011",,"Hujan+mati lampu enaknya masak #indomie. Ini ceritaku, apa ceritamu?-_-",2011-07-24T10:05:02.000Z,hujan mati lampu enaknya masak indomie ceritaku ceritamu,"rain, blackout, delicious cooking, Indomie, my story is your story",positive
"𝑒𝓁 𝒽𝒶𝒹𝒾𝒹
@elidarss
·
Jul 24, 2011",,"sekarang ayahku selalu stock #indomie rasa semua daerah, jadi ga usah repot repot keliling indonesia deh. ini ceritaku apa ceritamu?",2011-07-24T06:04:48.000Z,ayahku stock indomie daerah ga repot repot keliling indonesia deh ceritaku ceritamu,"My father stocked Indomie areas, don't bother going around Indonesia, my story is your story",neutral
"W. Pramitasari Rizki
@moutenmita
·
Jul 22, 2011",,Semoga #indomie rebus telor+bakso+rawit tadi bisa bikin idung lega #minumobat #hap,2011-07-21T18:16:27.000Z,semoga indomie rebus telor bakso rawit bikin idung lega minumobat hap,I hope Indomie boiled egg and cayenne meatballs will make your nose feel better when you take HAP medicine,positive
"SRYO
@suryoid
·
Jul 10, 2011",,"Situasi saat ini: @umamkhaerul_12 tidur, 
@arizinghell
 makan #indomie n @suryosama masih koprol",2011-07-09T20:26:19.000Z,situasi umamkhaerul 12 tidur arizinghell makan indomie n suryosama koprol,general situation khaerul 12 sleep arizinghell eat indomie and suro with coprol,positive
"ekiw_
@eq_equivalent
·
Jul 15, 2011",,masuk MURI? RT @FafaPlow: Gone in 60 seconds. #indomie #lapersih,2011-07-15T08:52:58.000Z,masuk muri rt fafaplow gone in 60 second indomie lapersih,enter muri rt fafaplow gone in 60 seconds indomie hungry,neutral
"A D H I E
@adhiemf
·
Jul 19, 2011",,wangi nya bikin gua laperr #INDOMIE,2011-07-19T14:02:30.000Z,wangi nya bikin gua laperr indomie,The fragrance makes me hungry for Indomie,neutral
"riezKY oktoRAwaty
@riezkylibra80
·
Jul 24, 2011",,ChefJuna: Pastry itu susah! | nah lho! Aku bikin #indomie goreng ae wes qiqiqiq,2011-07-24T11:18:01.000Z,chefjuna pastry susah lho bikin indomie goreng ae wes qiqiqiq,Chefjuna Pastry is difficult to make fried Indomie ae wes qiqiqiq,negative
"Aulia 
@hack87
·
Jul 11, 2011",,""" Wisata GRATIS Kementerian Pariwisata dan Kebudayaan Indonesia, Mau?"" di Facebook dah kayak iklan #indomie campur cendol #freak",2011-07-10T16:09:17.000Z,wisata gratis kementerian pariwisata kebudayaan indonesia facebook dah kayak iklan indomie campur cendol freak,Free tours from the Indonesian Ministry of Culture and Tourism on Facebook are like advertisements for Indomie mixed with cendol freak,positive
username,handle,content,time,content,content,neutral
"W. Pramitasari Rizki
@moutenmita
·
Jul 22, 2011",,Semoga #indomie rebus telor+bakso+rawit tadi bisa bikin idung lega #minumobat #hap,2011-07-21T18:16:27.000Z,semoga indomie rebus telor bakso rawit bikin idung lega minumobat hap,I hope Indomie boiled egg and cayenne meatballs will make your nose feel better when you take HAP medicine,positive
"SRYO
@suryoid
·
Jul 10, 2011",,"Situasi saat ini: @umamkhaerul_12 tidur, 
@arizinghell
 makan #indomie n @suryosama masih koprol",2011-07-09T20:26:19.000Z,situasi umamkhaerul 12 tidur arizinghell makan indomie n suryosama koprol,general situation khaerul 12 sleep arizinghell eat indomie and suro with coprol,positive
"ekiw_
@eq_equivalent
·
Jul 15, 2011",,masuk MURI? RT @FafaPlow: Gone in 60 seconds. #indomie #lapersih,2011-07-15T08:52:58.000Z,masuk muri rt fafaplow gone in 60 second indomie lapersih,enter muri rt fafaplow gone in 60 seconds indomie hungry,neutral
"A D H I E
@adhiemf
·
Jul 19, 2011",,wangi nya bikin gua laperr #INDOMIE,2011-07-19T14:02:30.000Z,wangi nya bikin gua laperr indomie,The fragrance makes me hungry for Indomie,neutral
"riezKY oktoRAwaty
@riezkylibra80
·
Jul 24, 2011",,ChefJuna: Pastry itu susah! | nah lho! Aku bikin #indomie goreng ae wes qiqiqiq,2011-07-24T11:18:01.000Z,chefjuna pastry susah lho bikin indomie goreng ae wes qiqiqiq,Chefjuna Pastry is difficult to make fried Indomie ae wes qiqiqiq,negative
"Aulia 
@hack87
·
Jul 11, 2011",,""" Wisata GRATIS Kementerian Pariwisata dan Kebudayaan Indonesia, Mau?"" di Facebook dah kayak iklan #indomie campur cendol #freak",2011-07-10T16:09:17.000Z,wisata gratis kementerian pariwisata kebudayaan indonesia facebook dah kayak iklan indomie campur cendol freak,Free tours from the Indonesian Ministry of Culture and Tourism on Facebook are like advertisements for Indomie mixed with cendol freak,positive
"Suka Suka
@__cya___
·
Jul 20, 2011",,"setiap tetanggaku ada yg meninggal,aku selalu senang,karena pulang tahlilan ak dpt #indomie,andai saja tiap hr tetanggaku ada yg mati pasti",2011-07-20T09:10:19.000Z,tetanggaku yg meninggal senang pulang tahlilan ak dpt indomie andai hr tetanggaku yg mati,My neighbor who died was happy to come home and I would get Indomie if my neighbor died,positive
"Liat Pojok Bawah
@hawkcdewi
·
Jul 8, 2011",,"RT 
@GalauGokil
: Lapar n' Galau , mau #indomie pake #taro ~",2011-07-07T20:19:48.000Z,rt galaugokil lapar n galau indomie pake taro,"RT is confused, hungry and confused, Indomie uses taro",negative
"I D H A
@iidhaiidha
·
Jul 9, 2011",,Suatu mlam q jln dg pcarku. Tiba2 prutku lapar. Uang pun tak ada. Jd kujual saja pcarku utk beli sbngkus #indomie. Ini critaku. Klo kmu?,2011-07-09T06:07:57.000Z,mlam q jln dg pcarku tiba2 prutku lapar uang jd kujual pcarku utk beli sbngkus indomie critaku klo kmu,"At night, I went out with my boyfriend, suddenly my stomach was hungry for money, so I sold my boyfriend to buy a pack of Indomie, my story about you",neutral
"The Sacred Riana
@rianariani
·
Jul 18, 2011",,"indomi jgn pke susuk y XD RT 
@verenayunita
 promo, spy #indomie makin mendunia wkwkw !!",2011-07-17T17:19:36.000Z,indomi jgn pke susuk y xd rt verenayunita promo spy indomie mendunia wkwkw,Indomie who uses Y implants,neutral
"Vian.S
@Eka_oktavianiS
·
Jul 17, 2011",,"Ini bebep ku 
@helziacaesar
, mana bebep mu? #indomie (>ˆ▽ˆ)> ωªªκªªκªª <(ˆ▽ˆ<) gue",2011-07-17T09:03:59.000Z,bebep ku helziacaesar bebep mu indomie gue,my bebep helziacaesar your bebep my indomie,neutral
"Umbara
@UntungAdaTora
·
Jul 24, 2011",,"Bingung memutuskan, rebus apa goreng ya? #indomie",2011-07-24T04:19:07.000Z,bingung memutuskan rebus goreng ya indomie,"Confused about deciding to boil and fry, Indomie",negative
"Cut Raisa Prillya
@cutraisa
·
Jul 17, 2011",,"(¬_¬"") RT @irfanipeeeng: sebut sja namany si Poland, dia mencuri pyungku kmrn shngga ak pun tdk bs mbeli #indomie saat hujan krna payung",2011-07-17T14:11:57.000Z,rt irfanipeeeng sja namany si poland mencuri pyungku kmrn shngga ak tdk b mbeli indomie hujan krna payung,rt irfanipeeeng just his name the polish stole my umbrella yesterday so I can't buy Indomie it's raining because of the umbrella,neutral
"コルゲート ™
@Wiwid_colgate
·
Jul 16, 2011",,"LOL ""
@haveell
: Dulu pas blm punya lemari, semua baju sy taro di kardus #indomie ..ini ceritaku..apa ceritamu?",2011-07-16T03:28:23.000Z,lol haveell pa blm lemari baju sy taro kardus indomie ceritaku ceritamu,lol haveell pa yet my wardrobe is taro cardboard Indomie my story your story,positive
"myutea
@skinsmoothiara
·
Jul 24, 2011",,Brb warung depan beli #Indomie~,2011-07-24T06:48:38.000Z,brb warung beli indomie,brb shop buy Indomie,neutral
"The Sacred Riana
@rianariani
·
Jul 18, 2011",,"kalian bersekongkol~ lgan mana ada dsni T.T RT @JuliuzYeah: RT 
@verenayunita
: #INDOMIE ! wkwk RT 
@rianariani
 sepertinya makanannya gak enak",2011-07-18T03:59:07.000Z,bersekongkol lgan dsni t t rt juliuzyeah rt verenayunita indomie wkwk rt rianariani makanannya gak enak,I'm in cahoots here t t rt juliuzyeah rt verenayunita indomie haha ​​rt rianariani the food is not good,negative
"Afridɑ Redjeb
@AFRIDACHH
·
Jul 8, 2011",,"RT 
@GalauGokil
: rada maksa sih..tapi #indomie pakai #KEJU kayanya enak, serasa bule galau #GG",2011-07-07T16:15:14.000Z,rt galaugokil rada maksa sih indomie pakai keju kayanya enak serasa bule galau gg,"RT is confused, it's crazy, it's a bit forced, Indomie uses cheese, it seems delicious, it feels like foreigners are confused, gg",negative
"Adjie HS
@ajisuc
·
Jul 4, 2011",,wareg :) RT @jati_nc: #indomie meneehhh..,2011-07-04T05:11:04.000Z,wareg rt jati nc indomie meneehhh,wareg RT Jati NC Indomie Meneehhh,neutral
"ryanaSrizky
@ryanaSrizky
·
Jul 7, 2011",,"Haha bersambung yung! -_-' RT 
@ferdykanz
: Cuma itu ceritamu? #indomie ""
@ryanaSrizky
: Ngindomie bareng @richa_abadiƪ(˘ڡ˘)ʃ""",2011-07-07T04:23:35.000Z,haha bersambung yung rt ferdykanz ceritamu indomie ryanasrizky ngindomie bareng richa abadi,haha to be continued yung rt ferdykanz your story Indomie Ryanasrizky Ngindomie with Richa Abadi,positive
"Iraf 
@raf_iraf
·
Jul 6, 2011",,"Dulu tiap ada bola papa selalu bangunin aku...tapi ngebanguninnya cuma untuk disuruh bikinin #Indomie. Itu ceritaku, apa ceritamu?",2011-07-06T14:24:11.000Z,bola papa bangunin ngebanguninnya disuruh bikinin indomie ceritaku ceritamu,"Papa's ball woke him up and he was told to make Indomie my story, your story",neutral
"Afa espe
@guzzbara
·
Jul 2, 2011",,mending beli yang bagus daripada yg goreng mahal RT @heloritul: kenapa harga #Indomie goreng jadi naek sih *gakNyante -___-,2011-07-02T00:46:23.000Z,mending beli bagus yg goreng mahal rt heloritul harga indomie goreng naek sih gaknyante,"It's better to buy good, expensive fried ones at RT Heloritul. The price of fried Indomie is going up",positive
"Suka Suka
@__cya___
·
Jul 7, 2011",,beres mandi.....pengen #indomie x),2011-07-07T09:58:29.000Z,beres mandi pengen indomie x,I'm done showering and want to Indomie x,neutral
"Adjie HS
@ajisuc
·
Jul 8, 2011",,"waktu itu aku masak #indomie, setelah mienya masak aku baru sdar kalo itu mie sedaap.. Ini ceritaku apa ceritamu?",2011-07-07T18:34:14.000Z,masak indomie mienya masak sdar kalo mie sedaap ceritaku ceritamu,Cook the Indomie noodles and cook knowing that the noodles are delicious. My story is your story,positive
"Adjie HS
@ajisuc
·
Jul 7, 2011",,"dl waktu banjir ayahku lebih memilih menyelamatkan sekardus indomie drpd menyelamatkan ak.. itu cerita #indomie ku,apa ceritamu?",2011-07-07T08:12:39.000Z,dl banjir ayahku memilih menyelamatkan sekardus indomie drpd menyelamatkan ak cerita indomie ku ceritamu,"In the flood, my father chose to save a cardboard box of Indomie instead of saving my child. My Indomie story is your story",neutral
"Wiwi!
@wiwipratiwi__
·
Jul 4, 2011",,RT @Alya_FamelaTS: Menyebalkan bila lapar tengah malam gk ada makanan. terpaksa #indomie :(,2011-07-03T18:38:34.000Z,rt alya famelats menyebalkan lapar malam gk makanan terpaksa indomie,rt alya famelats sucks hunger at night without food forced indomie,negative
"Tukang Ngekeak
@ngekeak
·
Jul 7, 2011",,"#exit heula ah , beuteung aing #galau , :dance #indomie  di #sanguaaan :D http://twitpic.com/5m40at",2011-07-06T16:29:11.000Z,exit heula ah beuteung aing galau dance indomie sanguaaan d,exit heula ah beuteung aing confused dance indomie sanguaaan d,negative
"Ramsdhany  hatami
@Ramsteinsz
·
Jul 7, 2011",,Ketika aku lagi TINGGI perut ku lapar :( .. Trus aku lihat dikulkas ternyata ada #INDOMIE wah senangnya .. Ini cerita ku bagaimana dgn km?,2011-07-06T22:16:03.000Z,perut ku lapar trus lihat dikulkas indomie senangnya cerita ku dgn km,"My stomach is hungry and I look in the Indomie refrigerator, I'm happy to talk to you",positive
username,handle,content,time,content,content,neutral
"Suka Suka
@__cya___
·
Jul 7, 2011",,beres mandi.....pengen #indomie x),2011-07-07T09:58:29.000Z,beres mandi pengen indomie x,I'm done showering and want to Indomie x,neutral
"Adjie HS
@ajisuc
·
Jul 8, 2011",,"waktu itu aku masak #indomie, setelah mienya masak aku baru sdar kalo itu mie sedaap.. Ini ceritaku apa ceritamu?",2011-07-07T18:34:14.000Z,masak indomie mienya masak sdar kalo mie sedaap ceritaku ceritamu,Cook the Indomie noodles and cook knowing that the noodles are delicious. My story is your story,positive
"Adjie HS
@ajisuc
·
Jul 7, 2011",,"dl waktu banjir ayahku lebih memilih menyelamatkan sekardus indomie drpd menyelamatkan ak.. itu cerita #indomie ku,apa ceritamu?",2011-07-07T08:12:39.000Z,dl banjir ayahku memilih menyelamatkan sekardus indomie drpd menyelamatkan ak cerita indomie ku ceritamu,"In the flood, my father chose to save a cardboard box of Indomie instead of saving my child. My Indomie story is your story",neutral
"Wiwi!
@wiwipratiwi__
·
Jul 4, 2011",,RT @Alya_FamelaTS: Menyebalkan bila lapar tengah malam gk ada makanan. terpaksa #indomie :(,2011-07-03T18:38:34.000Z,rt alya famelats menyebalkan lapar malam gk makanan terpaksa indomie,rt alya famelats sucks hunger at night without food forced indomie,negative
"Tukang Ngekeak
@ngekeak
·
Jul 7, 2011",,"#exit heula ah , beuteung aing #galau , :dance #indomie  di #sanguaaan :D http://twitpic.com/5m40at",2011-07-06T16:29:11.000Z,exit heula ah beuteung aing galau dance indomie sanguaaan d,exit heula ah beuteung aing confused dance indomie sanguaaan d,negative
"Ramsdhany  hatami
@Ramsteinsz
·
Jul 7, 2011",,Ketika aku lagi TINGGI perut ku lapar :( .. Trus aku lihat dikulkas ternyata ada #INDOMIE wah senangnya .. Ini cerita ku bagaimana dgn km?,2011-07-06T22:16:03.000Z,perut ku lapar trus lihat dikulkas indomie senangnya cerita ku dgn km,"My stomach is hungry and I look in the Indomie refrigerator, I'm happy to talk to you",positive
"Jati Nurcahyo
@Jati_N
·
Jul 4, 2011",,#indomie meneehhh..,2011-07-04T05:04:02.000Z,indomie meneehhh,Indomie meneehhh,neutral
"Kalimat Tweet Humor
@KalimatHumor
·
Jul 5, 2011",,"Dlu sewaktu ada prtndingan bola papa slalu ngebangunin aku dan msak indomie, lalu saat mau nton bru sdar klo kita gapunya TV! #Indomie #KH",2011-07-05T14:17:38.000Z,dlu prtndingan bola papa slalu ngebangunin msak indomie nton bru sdar klo gapunya tv indomie kh,"In the past, did the football match always wake you up and watch Indomie, have you realized that you don't have Indomie TV?",negative
"Muhammad F. Reza
@Ejahh
·
Jul 3, 2011",,"#tambahan Memasak #Indomie Secara geriliya RT 
@miwwa
: Gara-gara nonton #MasterChefIndo jadi pengen berlagak jadi koki. Sayangnya yang bisa",2011-07-03T13:29:28.000Z,tambahan memasak indomie geriliya rt miwwa gara gara nonton masterchefindo pengen berlagak koki sayangnya,additional cooking Indomie Guerilla RT Miwwa because watching MasterChef Indonesia wants to act as a chef unfortunately,negative
"Putri Kezia Donsu
@KeziaKanzaa
·
Jul 3, 2011",,RT @islambilhaqy: geus ah sare... sekian ceritaku. ceritamu? isuk deui #indomie,2011-07-02T19:32:29.000Z,rt islambilhaqy geus ah sare sekian ceritaku ceritamu isuk deui indomie,rt islambilhaqy geus ah sare that's all my story your story isuk deui indomie,neutral
"S A H
@shellyashfiatun
·
Jul 2, 2011",,"Sabar yah :) RT 
@bobotohjogja
: derita euy lain cerita wkwkw -> lalu si mamah menyiramku dengan kuah #INDOMIE RT @shellysuchao",2011-07-02T03:50:21.000Z,sabar yah rt bobotohjogja derita euy cerita wkwkw si mamah menyiramku kuah indomie rt shellysuchao,"be patient, RTBOTOH Jogja, I'm suffering, I'm telling the story haha ​​the mother poured Indomie sauce on me RT Shellysuchao",positive
"Dadang S.
@dsobali
·
Jul 2, 2011",,"via 
@trisha_putri
: Dlu, wkt msh dipenjara, pling kngn sm #Indomie. Tp disna ga ada kmpor. Jd cara msak'nya; ms… (cont) http://deck.ly/~DCvet",2011-07-02T08:10:18.000Z,via trisha putri dlu wkt msh dipenjara pling kngn sm indomie tp disna ga kmpor jd msak nya m cont,"via Trisha Putri In the past, when I was still in prison, I wanted to be with Indomie, but there wasn't any import so it was a problem, m cont",negative
"Liat Pojok Bawah
@hawkcdewi
·
Jul 8, 2011",,"RT 
@GalauGokil
: rada maksa sih..tapi #indomie pakai #KEJU kayanya enak, serasa bule galau #GG",2011-07-07T20:19:40.000Z,rt galaugokil rada maksa sih indomie pakai keju kayanya enak serasa bule galau gg,"RT is confused, it's crazy, it's a bit forced, Indomie uses cheese, it seems delicious, it feels like foreigners are confused, gg",negative
